productHandle,productTitle,shopifySku,supplierSku,supplierMatchStatus,productType,sourceMode,hasShopifyFactsImage,shopifyFactsImageUrlsCount,hasSupplierFactsImage,supplierFactsImageUrlsCount,hasTemplateLabelAsset,hasMockupAsset,hasAiLabelTextEvidence,aiLabelTextStatus,hasOcrEvidence,hasStructuredSupplementFactsInArtifacts,hasStructuredSupplementFactsInDb,hasSupplementFactsInCopywritingInput,servingSizePresentInArtifacts,servingSizePresentInDb,servingSizePresentInInput,servingsPerContainerPresentInArtifacts,servingsPerContainerPresentInDb,servingsPerContainerPresentInInput,activeIngredientsPresentInArtifacts,activeIngredientsPresentInDb,activeIngredientsPresentInInput,ingredientAmountsPresentInArtifacts,ingredientAmountsPresentInDb,ingredientAmountsPresentInInput,otherIngredientsPresent,suggestedUsePresent,warningsPresent,coaPresent,pricingPresent,inventoryPresent,copywritingSupplementFactsMissingFlag,copywritingIngredientFactsMissingFlag,copywritingMissingDataNotices,validationIngredientMatchingReadiness,validationProductEditorFactsReadiness,globalValidationStatus,incorrectlyClassifiedSupplementFactsMissing,labelImageEvidenceButNoStructuredFacts,aiLabelTextAvailableButInputMissing,structuredFactsInArtifactsButDbMissing,structuredFactsInDbButInputMissing,sourceDataInSupplierSnapshotButNotInput,auditCategory,suspectedRootCause,recommendedFixLane
roc001,ROC001,ROC001,ROC001,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
roc002,ROC002,ROC002,ROC002,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
roc004,ROC004,ROC004,ROC004,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
roc006,ROC006,ROC006,ROC006,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
roc008,ROC008,ROC008,ROC008,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
roc009,ROC009,ROC009,ROC009,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
pump-non-stim-pre-workout-cherry-blast-312g-w-natural-flavor,Pump Non-Stim Pre-Workout Cherry Blast 312g w/ Natural Flavor,ROC010,ROC010,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
non-stim-pump-pre-workout-pineapple-312-5g-w-natural-flavor,Non-Stim Pump Pre-Workout: Pineapple 312.5g w/ Natural Flavor,ROC011,ROC011,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
pump-pre-workout-citrus-blast-312g-w-natural-flavor,Pump Pre-Workout Citrus Blast 312g w/ Natural Flavor,ROC012,ROC012,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
pre-workout-blast-off-312g-w-natural-flavor,Pre-Workout Blast-Off 312g w/ Natural Flavor,ROC013,ROC013,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
bcaa-eaa-strawberry-candy-300g-w-natural-flavor,BCAA + EAA Strawberry Candy 300g w/Natural Flavor,ROC014,ROC014,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
all-in-one-greens-red-superfood-immune-270g-mixed-berry-w-natural-flavor,All-In/One Greens & Red SuperFood + Immune 270g Mixed Berry w/Natural Flavor,ROC015,ROC015,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
recovery-carb-electrolytes-lemon-lime-1365g,Recovery Carb + Electrolytes: Lemon Lime 1365g,ROC016,ROC016,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
recovery-carb-electrolyte-summer-punch-1365g,Recovery Carb + Electrolyte Summer Punch 1365g,ROC017,ROC017,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
pump-pre-workout-georgia-peach-rings-312g,Pump Pre-Workout Georgia Peach Rings 312g,ROC018,ROC018,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc100,ROC100,ROC100,ROC100,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
african-mango-ultra-burn-drops,African Mango “Ultra Burn” Drops,ROC102,ROC102,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
best-sellers-blend,Best Sellers Blend,ROC105,ROC105,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
bcaa-grape-325g-50-servings,BCAA Grape 325g – 50 servings,ROC107M,ROC107M,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
bcaa-lemon-lime-325g-50-servings,BCAA Lemon Lime 325g – 50 servings,ROC110M,ROC110M,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc112,ROC112,ROC112,ROC112,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
6lb-bulk-up-mass-gainer-chocolate-milkshake-w-low-sugar,6lb Bulk Up! Mass Gainer Chocolate Milkshake w/Low Sugar,ROC1120,ROC1120,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
6lb-bulk-up-mass-gainer-vanilla-milkshake-w-low-sugar,6lb Bulk Up! Mass Gainer Vanilla Milkshake w/Low Sugar,ROC1125,ROC1125,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2-9lb-essential-meal-replacement-protein-chocolate-milkshake-w-0-added-sugar,2.9lb Essential Meal Replacement Protein Chocolate Milkshake w/0% Added Sugar,ROC1205,ROC1205,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
green-coffee-bean-w-gca-800mg,Green Coffee Bean w/GCA - 800mg,ROC121,ROC121,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2-9lb-essential-meal-replacement-protein-vanilla-milkshake-w-0-added-sugar,2.9lb Essential Meal Replacement Protein Vanilla Milkshake w/0% Added Sugar,ROC1215,ROC1215,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
oxy-burn,Oxy Burn,ROC123,ROC123,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
raspberry-ketone-ultra-blend,Raspberry Ketone Ultra Blend,ROC126,ROC126,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-natural-salted-caramel-28-serv,2lb Whey Natural Salted Caramel – 28 serv.,ROC210N,ROC210N,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
5lb-whey-protein-chocolate-70-servings,5lb Whey Protein Chocolate – 70 servings,ROC220,ROC220,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-armor-natural-protein-chocolate-w-stevia-natural-flavor-non-gmo,2lb Whey Armor Natural Protein Chocolate w/Stevia & Natural Flavor Non-GMO,ROC2201N,ROC2201N,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
biotin-e,Biotin +E,ROC223,ROC223,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-cookies-and-cream-28-servings,2lb Whey Cookies and Cream – 28 servings,ROC2232,ROC2232,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
5lb-whey-protein-vanilla-70-servings,5lb Whey Protein Vanilla – 70 servings,ROC224,ROC224,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-armor-natural-protein-vanilla-w-stevia-natural-flavor-non-gmo,2lb Whey Armor Natural Protein Vanilla w/Stevia & Natural Flavor Non-GMO,ROC2241N,ROC2241N,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
berberine-plus,Berberine Plus,ROC2251,ROC2251,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-cinnamon-swirl-28-servings,2lb Whey Cinnamon Swirl – 28 servings,ROC2272,ROC2272,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-whey-armor-protein-birthday-cake,2lb Whey Armor Protein Birthday Cake,ROC2292,ROC2292,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1-5lb-pure-vegan-protein-rich-chocolate,1.5lb Pure Vegan Protein Rich Chocolate,ROC260V,ROC260V,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
1-5lb-pure-vegan-protein-vanilla,1.5lb Pure Vegan Protein Vanilla,ROC263V,ROC263V,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
2lb-100-whey-isolate-chocolate-31-serv,2lb 100% Whey Isolate Chocolate – 31 serv,ROC281,ROC281,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1lb-100-whey-armor-isolate-protein-chocolate,1lb 100% Whey Armor Isolate Protein Chocolate,ROC2811,ROC2811,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
2lb-100-whey-isolate-vanilla-30-servings,2lb 100% Whey Isolate Vanilla – 30 servings,ROC282,ROC282,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1lb-100-whey-armor-isolate-protein-vanilla,1lb 100% Whey Armor Isolate Protein Vanilla,ROC2821,ROC2821,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1lb-whey-armor-isolate-protein-berry,1lb Whey Armor Isolate Protein Berry,ROC2841,ROC2841,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1lb-whey-armor-isolate-protein-unflavored,1lb Whey Armor Isolate Protein Unflavored,ROC2851,ROC2851,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
1lb-100-whey-armor-isolate-protein-cappuccino,1lb 100% Whey Armor Isolate Protein Cappuccino,ROC2861,ROC2861,matched,apparel,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,needs_review,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
chlorella-pure-500mg,Chlorella Pure – 500mg,ROC301,ROC301,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
colon-sweep,Colon Sweep,ROC302,ROC302,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
digestive-enzyme,Digestive Enzyme,ROC303,ROC303,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
max-detox-w-acai-berry,Max Detox W/Acai Berry,ROC304,ROC304,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
female-enhancement-or-boost,Female Enhancement Or Boost,ROC401,ROC401,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,needs_review,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-menopause-support-w-wild-yam-extract,Premium Menopause Support w/Wild Yam Extract,ROC402,ROC402,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
collagen-type-1-3-grass-fed-350g-35-serv,Collagen Type 1 & 3 Grass Fed 350g – 35 serv,ROC450,ROC450,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
horny-goat-weed-blend,Horny Goat Weed Blend,ROC501,ROC501,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
male-enhancement-or-boost,Male Enhancement Or Boost,ROC502,ROC502,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
natural-pct,Natural PCT,ROC503,ROC503,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
prostate-formula,Prostate Formula,ROC504,ROC504,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
ultra-test-natural-testosterone-support,Ultra Test Natural Testosterone Support,ROC506,ROC506,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
