productHandle,productTitle,shopifySku,supplierSku,supplierMatchStatus,productType,sourceMode,hasShopifyFactsImage,shopifyFactsImageUrlsCount,hasSupplierFactsImage,supplierFactsImageUrlsCount,hasTemplateLabelAsset,hasMockupAsset,hasAiLabelTextEvidence,aiLabelTextStatus,hasOcrEvidence,hasStructuredSupplementFactsInArtifacts,hasStructuredSupplementFactsInDb,hasSupplementFactsInCopywritingInput,servingSizePresentInArtifacts,servingSizePresentInDb,servingSizePresentInInput,servingsPerContainerPresentInArtifacts,servingsPerContainerPresentInDb,servingsPerContainerPresentInInput,activeIngredientsPresentInArtifacts,activeIngredientsPresentInDb,activeIngredientsPresentInInput,ingredientAmountsPresentInArtifacts,ingredientAmountsPresentInDb,ingredientAmountsPresentInInput,otherIngredientsPresent,suggestedUsePresent,warningsPresent,coaPresent,pricingPresent,inventoryPresent,copywritingSupplementFactsMissingFlag,copywritingIngredientFactsMissingFlag,copywritingMissingDataNotices,validationIngredientMatchingReadiness,validationProductEditorFactsReadiness,globalValidationStatus,incorrectlyClassifiedSupplementFactsMissing,labelImageEvidenceButNoStructuredFacts,aiLabelTextAvailableButInputMissing,structuredFactsInArtifactsButDbMissing,structuredFactsInDbButInputMissing,sourceDataInSupplierSnapshotButNotInput,auditCategory,suspectedRootCause,recommendedFixLane
platinum-turmeric-joint-support-plus,Platinum Turmeric Joint Support Plus,ROC830,ROC830,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
vitamin-k2-d3,Vitamin K2 + D3,ROC831,ROC831,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
sea-moss-capsules,Sea Moss Capsules,ROC835,ROC835,matched,apparel,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,needs_review,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
ultra-nad-support-formula,Ultra NAD+ Support Formula,ROC840,ROC840,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
ultra-premium-nmn-infinity,Ultra-Premium NMN Infinity+,ROC841,ROC841,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready_with_warnings,ready_with_warnings,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
energy-pre-workout-lemonade-214g-30-serv,Energy Pre-Workout Lemonade 214g – 30 serv,ROC903M,ROC903M,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc908,ROC908,ROC908,ROC908,matched,unknown,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
roc910,ROC910,ROC910,ROC910,matched,unknown,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc911,ROC911,ROC911,ROC911,matched,unknown,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
organic-beetroot,Organic Beetroot,ROC914,ROC914,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
mushroom-immune-booster-chaga-cordyceps-reishi-and-lion-s-mane,"Mushroom Immune Booster Chaga, Cordyceps, Reishi and Lion’s Mane.",ROC915,ROC915,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
roc917,ROC917,ROC917,ROC917,matched,unknown,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
multivitamin-gummies-adults,Multivitamin Gummies (Adults),ROC918,ROC918,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
skin-glow-gummies-w-biotin-c-e,Skin Glow Gummies w/ Biotin + C + E,ROC919,ROC919,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready_with_warnings,ready_with_warnings,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
sleep-well-gummies,Sleep Well Gummies,ROC920,ROC920,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc921,ROC921,ROC921,ROC921,matched,unknown,supplier-backed,null,null,true,1,true,true,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,false,false,false,true,B,label_text_extraction_gap,label_text_extraction_gap
omega-3-gummies,Omega 3 Gummies,ROC922,ROC922,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
joint-care-gummies,Joint Care Gummies,ROC923,ROC923,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
collagen-gummies,Collagen Gummies,ROC924,ROC924,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
hair-vitamin-gummies,Hair Vitamin Gummies,ROC925,ROC925,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
resveratrol,Resveratrol,ROC927,ROC927,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
turmeric-gummies,Turmeric Gummies,ROC928,ROC928,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
ashwagandha-gummies,Ashwagandha Gummies,ROC929,ROC929,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
apple-cider-vinegar-gummies,Apple Cider Vinegar Gummies,ROC930,ROC930,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
mct-oil,MCT Oil,ROC934,ROC934,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
organic-super-greens-watermelon,Organic Super Greens - Watermelon,ROC937,ROC937,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,true,true,false,false,true,C,ai_label_text_mapping_gap,ai_label_text_mapping_gap
elderberry-immunity-w-zinc-vitamin-c,Elderberry Immunity W/ Zinc & Vitamin C,ROC939,ROC939,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
roc941,ROC941,ROC941,ROC941,matched,unknown,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
super-creatine-gummies-1000mg,Super Creatine Gummies 1000mg,ROC943,ROC943,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
super-fruit-gummies-w-essential-vitamins,Super Fruit Gummies w/Essential Vitamins,ROC944,ROC944,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-shilajit-gummies-w-ashwagandha,Premium Shilajit Gummies w/Ashwagandha,ROC945,ROC945,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-mushroom-complex-gummies,Premium Mushroom Complex Gummies,ROC946,ROC946,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-women-s-hormonal-support-gummies,Premium Women's Hormonal Support Gummies,ROC947,ROC947,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-nitric-oxide-gummies,Premium Nitric Oxide Gummies,ROC948,ROC948,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
premium-magnesium-glycinate-gummies,Premium Magnesium Glycinate Gummies,ROC949,ROC949,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",ready,ready,usable_with_warnings,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
brightening-boost-exfoliator-pads,Brightening Boost Exfoliator Pads,ROC980,ROC980,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
vitamin-c-b-e-ferulic-antioxidant-serum-usa-made,"Vitamin C, B, E + Ferulic Antioxidant Serum, USA Made",ROC981,ROC981,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
firming-cucumber-eye-cream-w-bakuchiol-usa-made-clean-vegan,"Firming Cucumber Eye Cream w/Bakuchiol, USA Made, Clean & Vegan",ROC982,ROC982,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
red-tea-moisturizing-antioxidant-serum-w-hyaluronic-acid-usa-made,"Red Tea Moisturizing + Antioxidant Serum w/Hyaluronic Acid, USA Made",ROC983,ROC983,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
anti-aging-recovery-retinoid-serum-w-vitamin-e-usa-made-clean-vegan,"Anti-Aging Recovery Retinoid Serum w/Vitamin E, USA Made, Clean & Vegan",ROC984,ROC984,matched,supplement,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
poly-peptide-serum-peptide-complex-usa-made-clean-vegan,"Poly Peptide Serum (Peptide Complex), USA Made, Clean & Vegan",ROC985,ROC985,matched,supplement,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
advanced-multi-peptide-cream-peptide-complex-usa-made-clean-vegan,"Advanced Multi Peptide Cream (Peptide Complex), USA Made, Clean & Vegan",ROC986,ROC986,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
skin-brightening-boost-serum-w-nonapeptide-1-usa-made-clean-vegan,"Skin Brightening Boost Serum w/Nonapeptide-1, USA Made, Clean & Vegan",ROC987,ROC987,matched,supplement,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
face-exfoliator-cleanser-w-honey-bambusa-arundinacea-stem-extract-usa-made-clean,"Face Exfoliator & Cleanser w/Honey & Bambusa Arundinacea Stem Extract, USA Made, Clean",ROC988,ROC988,matched,supplement,supplier-backed,null,null,true,1,true,true,true,reused_cached,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Supplement Facts missing.""]",needs_review,blocked,blocked,true,false,true,false,true,true,E,read_model_to_copywriting_input_gap,read_model_to_copywriting_input_gap
undefined,UNDEFINED,UNDEFINED,UNDEFINED,matched,unknown,supplier-backed,null,null,false,0,false,false,false,unavailable,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,"[""COA missing."",""Pricing missing."",""Inventory missing."",""Supplement Facts missing.""]",blocked,blocked,blocked,false,false,false,false,false,false,F,true_missing_source_data,true_missing_source_data
